address,addressar,areaar,areaen,bgcolorcode,curriculumar,curriculumen,educationcenterid,educationcenter_typeid,email,establishedon,fax,hepqualityassurancear,hepqualityassuranceen,imagelargeurl,imagemedsmallurl,imagesmallurl,imagethumburl,inspectionreportpdflinken,inspectionyear,lat,long,mobile,name_ar,name_eng,overallperformancear,overallperformanceen,pobox,studentcount,telephone,web_address,load_timestamp
,,المدينة الأكاديمية,Academic City,,بريطاني,UK,506702,1,nbrinicombe@dess.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/506702L.jpg,https://www.khda.gov.ae/SchoolImage/506702MS.jpg,https://www.khda.gov.ae/SchoolImage/506702S.jpg,https://www.khda.gov.ae/SchoolImage/506702T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25104140,55403260,,Dubai English Speaking School - Academic City,Dubai English Speaking School - Academic City,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,04 614 6999,dess.sch.ae,01:09.0
Renaissance School,,مدينة دبي الرياضية,Dubai Sports City,#c2c5cb,أمريكي,American,500447,1,principal@renaissanceschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/500447L.jpg,https://www.khda.gov.ae/SchoolImage/500447MS.jpg,https://www.khda.gov.ae/SchoolImage/500447S.jpg,https://www.khda.gov.ae/SchoolImage/500447T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113583,2023-2024,25.04,55.22,,مدرسة رينايسنس ش.ذ.م.م,Renaissance School L.L.C,مقبول,Acceptable,,,97145897717,www.renaissanceschool.ae,01:09.0
AMITY SCHOOL L.L.C,,القصيص الأولى,AL QUSAIS FIRST,,بريطاني,UK,505385,1,gre-aesd@amitydubai.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/505385L.jpg,https://www.khda.gov.ae/SchoolImage/505385MS.jpg,https://www.khda.gov.ae/SchoolImage/505385S.jpg,https://www.khda.gov.ae/SchoolImage/505385T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.28,55.37,,مدرسة أميتي الإنجليزية دبي,Amity English School,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,42041027,,01:09.0
343-132,343-132,الوصل,AL WASL,#f9db01,هندي,Indian,518,1,principal@jsspsdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/518L.jpg,https://www.khda.gov.ae/SchoolImage/518MS.jpg,https://www.khda.gov.ae/SchoolImage/518S.jpg,https://www.khda.gov.ae/SchoolImage/518T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109144,2023-2024,25.19,55.25,,مدرسة جيه اس اس الخاصة ش.ذ.م.م,JSS Private School L.L.C,جيد جدا,Very good,126721,,97143446419,www.jsspsdubai.com,01:09.0
94,94,الورقاء الرابعة,AL WARQA FOURTH,#24a5e5,بريطاني - بريطاني*,UK - UK*,42,1,infor@srs.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/42L.jpg,https://www.khda.gov.ae/SchoolImage/42MS.jpg,https://www.khda.gov.ae/SchoolImage/42S.jpg,https://www.khda.gov.ae/SchoolImage/42T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114535,2023-2024,25.2,55.44,,مدرسة البحث العلمي ش.ذ.م.م,The School of Research Science L.L.C,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,27463,,97146011011,www.srsdubai.ae,01:09.0
Al Qusais,القصيص,القصيص الأولى,AL QUSAIS FIRST,#24a5e5,بريطاني,UK,2149,1,info@capitalschooluae.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/2149L.jpg,https://www.khda.gov.ae/SchoolImage/2149MS.jpg,https://www.khda.gov.ae/SchoolImage/2149S.jpg,https://www.khda.gov.ae/SchoolImage/2149T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113182,2023-2024,25.28,55.37,,مدرسة كابيتال ش.ذ.م.م,Capital School L.L.C,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,236498,,97142988776,www.capitalschooluae.com,01:09.0
Ambassador International Academy (Mankhool),,منخول,MANKHOOL,,بكالوريا دولية,International Baccalaureate,502551,1,accounts@ambassadorschool.com,,,,,https://www.khda.gov.ae/SchoolImage/502551L.jpg,https://www.khda.gov.ae/SchoolImage/502551MS.jpg,https://www.khda.gov.ae/SchoolImage/502551S.jpg,https://www.khda.gov.ae/SchoolImage/502551T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.25,55.29,,Ambassador International Academy L.L.C (Branch),Ambassador International Academy L.L.C (Branch),لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
232-350,232-350,القصيص الأولى,AL QUSAIS FIRST,#c2c5cb,باكستاني,Pakistani,101,1,principal@sramps.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/101L.jpg,https://www.khda.gov.ae/SchoolImage/101MS.jpg,https://www.khda.gov.ae/SchoolImage/101S.jpg,https://www.khda.gov.ae/SchoolImage/101T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109393,2023-2024,25.29,55.37,,مدرسة صاحب السمو الشيخ راشد آل مكتوم الباكستانية دبي,H.H.Shaikh Rashid Al Maktoum Pakistani School,مقبول,Acceptable,26371,,97142988303,www.sramps.sch.ae,01:09.0
315-132,315-132,أم هرير الأولى,UMM HURAIR FIRST,#c2c5cb,بريطاني,UK,53,1,principal@elspvtdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/53L.jpg,https://www.khda.gov.ae/SchoolImage/53MS.jpg,https://www.khda.gov.ae/SchoolImage/53S.jpg,https://www.khda.gov.ae/SchoolImage/53T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=112934,2023-2024,25.24,55.32,,مدرسة اللغة الانجليزية الخاصة,English Language Private School,مقبول,Acceptable,6680,,43377503,www.elspvtdubai.com,01:09.0
214-0224,214-0224,القرهود,AL GARHOUD,#24a5e5,هندي,Indian,86,1,principal@nimsdxb.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/86L.jpg,https://www.khda.gov.ae/SchoolImage/86MS.jpg,https://www.khda.gov.ae/SchoolImage/86S.jpg,https://www.khda.gov.ae/SchoolImage/86T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109154,2023-2024,25.24,55.35,,المدرسة الهندية النموذجية الجديدة,New Indian Model School,جيد,Good,3100,,97142824313,www.nimsdxb.com,01:09.0
241-0475,241-0475,النهدة الثانية,AL NAHDA SECOND,#24a5e5,بريطاني,UK,73,1,principal@sheffield-school.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/73L.jpg,https://www.khda.gov.ae/SchoolImage/73MS.jpg,https://www.khda.gov.ae/SchoolImage/73S.jpg,https://www.khda.gov.ae/SchoolImage/73T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111720,2023-2024,25.29,55.39,,مدرسة شفيلد الخاصة ش.ذ.م.م,The Sheffield Private School L.L.C,جيد,Good,92665,,97142678444,www.sheffield-school.com,01:09.0
319-147,,عود ميثاء,OUD METHA,#c2c5cb,بريطاني,UK,503932,1,secretary.glendaledxb@globalsc,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/503932L.jpg,https://www.khda.gov.ae/SchoolImage/503932MS.jpg,https://www.khda.gov.ae/SchoolImage/503932S.jpg,https://www.khda.gov.ae/SchoolImage/503932T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115983,2025-2026,25.23,55.32,,مدرسة جليندال انترناشيونال ذ.م.م,Glendale International School LLC,مقبول,Acceptable,,,45949911,https://glendaleschool.org/ae/,01:09.0
262-3070,262-3070,المزهر الأولى,AL MIZHAR FIRST,#24a5e5,أمريكي,American,130,1,principal@americanacademy.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/130L.jpg,https://www.khda.gov.ae/SchoolImage/130MS.jpg,https://www.khda.gov.ae/SchoolImage/130S.jpg,https://www.khda.gov.ae/SchoolImage/130T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111335,2023-2024,25.24,55.43,,الاكاديمية الأمريكية للبنات,American Academy for Girls,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,78484,,97142887250,www.americanacademy.ae/,01:09.0
Jumierah Park,,حديقة جميرا,Jumeirah Park,#10b078,بريطاني,UK,14564,1,principal@dubaibritishschooljp,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/14564L.jpg,https://www.khda.gov.ae/SchoolImage/14564MS.jpg,https://www.khda.gov.ae/SchoolImage/14564S.jpg,https://www.khda.gov.ae/SchoolImage/14564T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113149,2023-2024,25.04,55.16,,مدرسة دبي البريطانية جميرا بارك,Dubai British School Jumeirah Park,متميز,Outstanding,,,97145520247,www.dubaibritishschooljp.ae,01:09.0
354-2063,354-2063,القوز الأولى,AL QOUZ FIRST,#f9db01,هندي,Indian,89,1,lalitha.s_ois@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/89L.jpg,https://www.khda.gov.ae/SchoolImage/89MS.jpg,https://www.khda.gov.ae/SchoolImage/89S.jpg,https://www.khda.gov.ae/SchoolImage/89T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109148,2023-2024,25.17,55.26,,جيمس مدرستنا الهندية,GEMS Our Own Indian School,جيد جدا,Very good,26845,,97143391188,www.gemsoo-alquoz.com,01:09.0
KB5-003-001,KB5-003-001,الرويه الأولى,AL ROWAIYAH FIRST,#24a5e5,وزارة التربية والتعليم,Ministry of Education,17,1,g_director@rid.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/17L.jpg,https://www.khda.gov.ae/SchoolImage/17MS.jpg,https://www.khda.gov.ae/SchoolImage/17S.jpg,https://www.khda.gov.ae/SchoolImage/17T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111138,2023-2024,25.1,55.41,,معهد الشيخ راشد بن سعيد الإسلامي,Sheikh Rashid Bin Saeed Islamic Institute,جيد,Good,74544,,97143688532,www.rid.ae,01:09.0
598-249,598-249,مجمع دبي للاستثمار الأول,DUBAI INVESTMENT PARK FIRST,#f9db01,بكالوريا دولية,International Baccalaureate,142,1,lgirven@gischool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/142L.jpg,https://www.khda.gov.ae/SchoolImage/142MS.jpg,https://www.khda.gov.ae/SchoolImage/142S.jpg,https://www.khda.gov.ae/SchoolImage/142T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110817,2023-2024,24.98,55.18,,مدرسة جرين فيلد انترناشيونال,Greenfield International School,جيد جدا,Very good,282627,,97148856600,www.gischool.ae,01:09.0
353-505,353-505,أم سقيم الأولى,UMM SUQEIM FIRST,#f9db01,بريطاني,UK,45,1,ehopkinson@englishcollege.ac.a,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/45L.jpg,https://www.khda.gov.ae/SchoolImage/45MS.jpg,https://www.khda.gov.ae/SchoolImage/45S.jpg,https://www.khda.gov.ae/SchoolImage/45T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111539,2023-2024,25.17,55.24,,الكلية الانجليزية دبي ش.ذ.م.م,The English College Dubai L.L.C,جيد جدا,Very good,11812,,43943465,http://www.englishcollegedubai.com/,01:09.0
Meydan,ميدان,الميدان,Meydan City,#f9db01,فرنسي,French,1440,1,administrator.khda@icedubai.or,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1440L.jpg,https://www.khda.gov.ae/SchoolImage/1440MS.jpg,https://www.khda.gov.ae/SchoolImage/1440S.jpg,https://www.khda.gov.ae/SchoolImage/1440T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113998,2023-2024,25.15,55.3,,المدرسة الفرنسیة الدولیة ثنائیة اللغة ش.ذ.م.م-منطقة حرة,Bilingual French International School L.L.C-FZ,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,128437,,97143708668,,01:09.0
421-702,421-702,الورقاء الأولى,AL WARQA FIRST,#24a5e5,أمريكي,American,136,1,principal@saisdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/136L.jpg,https://www.khda.gov.ae/SchoolImage/136MS.jpg,https://www.khda.gov.ae/SchoolImage/136S.jpg,https://www.khda.gov.ae/SchoolImage/136T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114034,2023-2024,25.19,55.4,,مدرسة الشارقة الأمريكية الدولية الخاصة - فرع دبي,Sharjah American International Private School - Dubai Branch,جيد,Good,47755,,97142801111,www.saisdubai.com,01:09.0
214-449,214-449,القرهود,AL GARHOUD,#24a5e5,هندي,Indian,74,1,gihs@gihsdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/74L.jpg,https://www.khda.gov.ae/SchoolImage/74MS.jpg,https://www.khda.gov.ae/SchoolImage/74S.jpg,https://www.khda.gov.ae/SchoolImage/74T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109092,2023-2024,25.24,55.35,,مدرسة الخليج الهندية الثانوية,Gulf Indian High School,جيد,Good,646,,97146119400,www.gihsdubai.com,01:09.0
373-722,373-722,البرشاء جنوب الأولى,AL BARSHA SOUTH FIRST,#10b078,أمريكي - بكالوريا دولية,American - International Baccalaureate,33,1,sco_daa@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/33L.jpg,https://www.khda.gov.ae/SchoolImage/33MS.jpg,https://www.khda.gov.ae/SchoolImage/33S.jpg,https://www.khda.gov.ae/SchoolImage/33T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111332,2023-2024,25.1,55.18,,اكاديمية جيمس دبي الامريكية - فرع دبي,GEMS Dubai American Academy - Dubai Branch,متميز,Outstanding,32762,,97147049777,www.gemsaa-dubai.com,01:09.0
421-264,421-264 ,الورقاء الأولى,AL WARQA FIRST,#24a5e5,هندي,Indian,119,1,anjuli.m1_oow@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/119L.jpg,https://www.khda.gov.ae/SchoolImage/119MS.jpg,https://www.khda.gov.ae/SchoolImage/119S.jpg,https://www.khda.gov.ae/SchoolImage/119T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=108997,2023-2024,25.19,55.4,,مدرستنا العليا الخاصة - فرع دبي,Our Own High School - Dubai Branch,جيد,Good,35519,,97142800077,www.gemsoo-alwarqa.com,01:09.0
Diera,,أبو هيل,ABU HAIL,#c2c5cb,وزارة التربية والتعليم,Ministry of Education,500573,1,college@dubaipolice.gov.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/500573L.jpg,https://www.khda.gov.ae/SchoolImage/500573MS.jpg,https://www.khda.gov.ae/SchoolImage/500573S.jpg,https://www.khda.gov.ae/SchoolImage/500573T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113789,2023-2024,25.28,55.34,,مدارس حماية للتربية والتعليم بنين - ديرة (أبوهيل),Himayah School For Education Boys - Diera (Abu Hail),مقبول,Acceptable,215444,,97143482255,,01:09.0
261-1078,261-1078,محيصنة الأولى,MUHAISNAH FIRST,#c53935,أمريكي,American,138,1,Principal@daaschool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/138L.jpg,https://www.khda.gov.ae/SchoolImage/138MS.jpg,https://www.khda.gov.ae/SchoolImage/138S.jpg,https://www.khda.gov.ae/SchoolImage/138T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114548,2023-2024,25.24,55.42,,مدرسة دبي العربية الامريكية الخاصة,Dubai Arabian American Private School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,232212,,42882222,www.daaschool.com,01:09.0
261-1086,261-1086,محيصنة الأولى,MUHAISNAH FIRST,#24a5e5,أمريكي,American,139,1,rbadri40@emirates.net.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/139L.jpg,https://www.khda.gov.ae/SchoolImage/139MS.jpg,https://www.khda.gov.ae/SchoolImage/139S.jpg,https://www.khda.gov.ae/SchoolImage/139T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110256,2023-2024,25.24,55.42,,مدرسة جرين وود انترناشونال,Greenwood International School,جيد,Good,79595,,97142888000,,01:09.0
,,البرشاء الثانية,AL BARSHA SECOND,#24a5e5,بريطاني,UK,1838,1,mona.s@svschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1838L.jpg,https://www.khda.gov.ae/SchoolImage/1838MS.jpg,https://www.khda.gov.ae/SchoolImage/1838S.jpg,https://www.khda.gov.ae/SchoolImage/1838T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113981,2023-2024,0,0,,مدرسة سمارت فيجن,Smart Vision School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,,,42880965,https://www.svschool.ae,01:09.0
,,دبي لاند,Dubai Land,#24a5e5,بريطاني - بكالوريا دولية (13 سنة),UK - International Baccalaureate (1,152599,1,principal@theaquilaschool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152599L.jpg,https://www.khda.gov.ae/SchoolImage/152599MS.jpg,https://www.khda.gov.ae/SchoolImage/152599S.jpg,https://www.khda.gov.ae/SchoolImage/152599T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113286,2023-2024,25.09,55.39,,مدرسة ذا أكويلا ش.ذ.م.م,The Aquila School,جيد,Good,,,97145862700,www.theaquilaschool.com,01:09.0
214-198,214-198,القرهود,AL GARHOUD,#24a5e5,أمريكي,American,19,1,omar.hatoum@amsi.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/19L.jpg,https://www.khda.gov.ae/SchoolImage/19MS.jpg,https://www.khda.gov.ae/SchoolImage/19S.jpg,https://www.khda.gov.ae/SchoolImage/19T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110802,2023-2024,25.23,55.36,,مدرسة المواكب القرهود ذ.م.م,Al Mawakeb School Al Garhoud L.L.C,جيد,Good,10799,,97142851415,www.almawakeb.sch.ae,01:09.0
382-103,382-103,الصفوح الأولى,AL SAFOUH FIRST,#10b078,بريطاني,UK,70,1,dccommunications@dubaicollege.,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/70L.jpg,https://www.khda.gov.ae/SchoolImage/70MS.jpg,https://www.khda.gov.ae/SchoolImage/70S.jpg,https://www.khda.gov.ae/SchoolImage/70T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110938,2023-2024,25.11,55.17,,كلية دبي,Dubai College,متميز,Outstanding,837,,97143999111,www.dubaicollege.org,01:09.0
262-3220,262-3220,المزهر الأولى,AL MIZHAR FIRST,#c2c5cb,أمريكي - وزارة التربية والتعليم,American - Ministry of Education,18,1,dmes@emirates.net.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/18L.jpg,https://www.khda.gov.ae/SchoolImage/18MS.jpg,https://www.khda.gov.ae/SchoolImage/18S.jpg,https://www.khda.gov.ae/SchoolImage/18T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114525,2023-2024,25.24,55.43,,مدرسة دبي للتربية الحديثة,Dubai Modern Education School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,61720,,42885115,www.dmes.ae,01:09.0
133-0513,133-0513,ديرة,Deira,#c2c5cb,بريطاني - بريطاني*,UK - UK*,40,1,queenint@emirates.net.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/40L.jpg,https://www.khda.gov.ae/SchoolImage/40MS.jpg,https://www.khda.gov.ae/SchoolImage/40S.jpg,https://www.khda.gov.ae/SchoolImage/40T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113571,2023-2024,25.28,55.35,,كوين انترناشيونال سكول,Queen International School,مقبول,Acceptable,85999,,97142652600,www.queen-schools.com,01:09.0
Meydan South,Meydan South,ند الشبا الثانية,NADD AL SHIBA SECOND,#f9db01,بريطاني,UK,152102,1,principal@kentcollege.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152102L.jpg,https://www.khda.gov.ae/SchoolImage/152102MS.jpg,https://www.khda.gov.ae/SchoolImage/152102S.jpg,https://www.khda.gov.ae/SchoolImage/152102T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114055,2023-2024,25.13,55.36,,كنت كوليج ش.ذ.م.م - منطقة حرة,Kent College L.L.C - FZ,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,334022,,971508891,www.kentcollege.sch.ae,01:09.0
367-599,367-599 ,أم سقيم الأولى,UMM SUQEIM FIRST,#f9db01,بريطاني - بريطاني/بكالوريا دولية - بكالوريا دولية (13 سنة),UK - UK/IB - International Baccalaureate (1,103,1,Principaljumeirah@eischools.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/103L.jpg,https://www.khda.gov.ae/SchoolImage/103MS.jpg,https://www.khda.gov.ae/SchoolImage/103S.jpg,https://www.khda.gov.ae/SchoolImage/103T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113274,2023-2024,25.13,55.2,,مدرسة الامارات الدولية ش.ذ.م.م,Emirates International School L.L.C.,جيد جدا,Very good,6446,,43489804,www.eischools.ae,01:09.0
416-1927,416-1927,ند الحمر,NADD AL HAMAR,#24a5e5,بريطاني,UK,49,1,info@tcsidxb.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/49L.jpg,https://www.khda.gov.ae/SchoolImage/49MS.jpg,https://www.khda.gov.ae/SchoolImage/49S.jpg,https://www.khda.gov.ae/SchoolImage/49T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110878,2023-2024,25.19,55.39,,ذي سيتي سكول انترناشيونال الخاصه,The City School International Private,جيد,Good,5760,,97142899722,thecityschool.sch.ae/,01:09.0
2514293,2514293,مردف,MIRDIF,#f9db01,بكالوريا دولية,International Baccalaureate,1014,1,Principal@uptownschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1014L.jpg,https://www.khda.gov.ae/SchoolImage/1014MS.jpg,https://www.khda.gov.ae/SchoolImage/1014S.jpg,https://www.khda.gov.ae/SchoolImage/1014T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113151,2023-2024,25.22,55.42,,مدرسة ابتاون الدولية (فرع من تعليم للدارة - ش ذ م م),Uptown International School (Br. of Taaleem Management LLC),جيد جدا,Very good,78181,,97142515001,www.uptownschool.ae,01:09.0
"Block 5, units 101,102,G01& G02","Block 5, units 101,102,G01& G02",مجمع دبي للمعرفة,Dubai Knowledge Park,,أمريكي,American,338,1,ealfarra@icademydubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/338L.jpg,https://www.khda.gov.ae/SchoolImage/338MS.jpg,https://www.khda.gov.ae/SchoolImage/338S.jpg,https://www.khda.gov.ae/SchoolImage/338T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.1,55.16,,اي كادمي ميدل ايست منطقة حرة ذ.م.م,Icademy Middle East Fz.Llc,لم تخضع بعد لتقييم الرقابة,Not inspected yet,502981,,9.71971E+11,icademymiddleeast.com/,01:09.0
2,2,ند الشبا الثانية,NADD AL SHIBA SECOND,#24a5e5,أمريكي,American,15159,1,Nura.Lafee@nas.ascs.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/15159L.jpg,https://www.khda.gov.ae/SchoolImage/15159MS.jpg,https://www.khda.gov.ae/SchoolImage/15159S.jpg,https://www.khda.gov.ae/SchoolImage/15159T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113070,2023-2024,25.15,55.35,,المدرسة الامريكية للابداع العلمي ش.ذ.م.م,American School of Creative Science L.L.C,جيد,Good,1,,97145107000,https://ascs.sch.ae/nad-al-sheba/,01:09.0
B247,B247,البرشاء الأولى,AL BARSHA FIRST,#c2c5cb,وزارة التربية والتعليم,Ministry of Education,12,1,alarqam@emirates.net.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/12L.jpg,https://www.khda.gov.ae/SchoolImage/12MS.jpg,https://www.khda.gov.ae/SchoolImage/12S.jpg,https://www.khda.gov.ae/SchoolImage/12T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114255,2023-2024,25.11,55.19,,مدرسة الارقم الخاصة,Al Arqm Private School,مقبول,Acceptable,25844,,97143400888,www.alarqam.ae,01:09.0
p 411-115,p 411-115,راس الخور,RAS AL KHOR,#f9db01,أمريكي/بكالوريا دولية,US/IB,125,1,uasdirector@uasdubai.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/125L.jpg,https://www.khda.gov.ae/SchoolImage/125MS.jpg,https://www.khda.gov.ae/SchoolImage/125S.jpg,https://www.khda.gov.ae/SchoolImage/125T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114129,2023-2024,25.22,55.36,,المدرسه العالميه الامريكيه,Universal American School - Branch,جيد جدا,Very good,49776,,97145240444,www.uasdubai.ae,01:09.0
232-265,232-265,القصيص الأولى,AL QUSAIS FIRST,#24a5e5,بريطاني,UK,66,1,principal@dubaischolars.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/66L.jpg,https://www.khda.gov.ae/SchoolImage/66MS.jpg,https://www.khda.gov.ae/SchoolImage/66S.jpg,https://www.khda.gov.ae/SchoolImage/66T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109120,2023-2024,25.28,55.36,,مدرسة تلاميذ دبي الخاصة,Dubai Scholars Private School,جيد,Good,2819,,97147069000,www.dubaischolars.com,01:09.0
421-0704,421-0704,الورقاء الأولى,AL WARQA FIRST,#24a5e5,هندي,Indian,144,1,principal@primusschool.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/144L.jpg,https://www.khda.gov.ae/SchoolImage/144MS.jpg,https://www.khda.gov.ae/SchoolImage/144S.jpg,https://www.khda.gov.ae/SchoolImage/144T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109071,2023-2024,25.19,55.4,,مدرسه برايموس الخاصه ش.ذ.م.م,Primus Private School L.L.C,جيد,Good,62012,,42800691, www.primusschool.sch.ae,01:09.0
394-3720,394-3720,تلال الإمارات,Emirates Hills,#10b078,بكالوريا دولية - بكالوريا دولية (13 سنة),International Baccalaureate - International Baccalaureate (1,129,1,dinay@diadubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/129L.jpg,https://www.khda.gov.ae/SchoolImage/129MS.jpg,https://www.khda.gov.ae/SchoolImage/129S.jpg,https://www.khda.gov.ae/SchoolImage/129T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110821,2023-2024,25.08,55.18,,دبي انترناشيونال اكاديمي ش.ذ.م.م,Dubai International Academy L.L.C,متميز,Outstanding,118111,,97143684111,www.diadubai.com,01:09.0
