id,name,emirate,curriculum,language_of_instruction,year_founded,government_rating,parent_reviews_count,annual_fees_aed,location_address,contact,website_listing_url,photo_url
197,"Bateen World Academy, Aldar Academies",Abu Dhabi,"IB, GCSE",English,2011,Outstanding (ADEK),25,63690,Al Manaseer Area,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/21916/al-bateen-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
198,Australian School of Abu Dhabi (ASAD),Abu Dhabi,"IB, Australian",English,2006,Acceptable (ADEK),17,25255,Shakbout City,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/331/australian-school-of-abu-dhabi/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
199,"Raha International School, Abu Dhabi",Abu Dhabi,IB,English,2006,Very Good (ADEK),11,53525,"Khalifa City A, Al Raha Gardens",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/383/raha-international-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
200,Al Najah Private School,Abu Dhabi,"IB, British",English,1987,Good (ADEK),10,23680,"5 Nakhi St, Mohamed Bin Zayed City",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/4810/al-najah-private-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
201,Emirates National School - Al Nahyan,Abu Dhabi,"IB, American",English,2008,Good (ADEK),5,42990,Al Nahyan,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/6157/emirates-national-school-al-nahyan/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
202,"Emirates National School, MBZ",Abu Dhabi,"IB, American",English,2002,Very Good (ADEK),3,38070,Mohamed Bin Zayed City Z3,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/6160/emirates-national-school-mbz/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
203,American Gulf School,Sharjah,"IB, American",English,2021,Very Good (SPEA),13,55490,Al Rahmaniya Shaghrafah 4,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/american-gulf-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
204,Sharjah English School (SES),Sharjah,"IGCSE, GCSE, British",English,1974,Very Good (SPEA),13,50593,"Meliha Rd, Opposite University City",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1040/sharjah-english-school-ses/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
205,Wesgreen International School,Sharjah,"UK EYFS, IGCSE, British",English,1991,Good (SPEA),12,33233,Al Muweilih Commercial,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1063/wesgreen-international-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
206,Amity Private School Sharjah,Sharjah,CBSE,Hindi/English,2018,Good (SPEA),134,17380,"Muwailih Commercial, School Zone",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/amity-private-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
207,ASPAM Indian International School,Sharjah,CBSE,Hindi/English,2013,Good (SPEA),75,13500,Al Azra,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113869/aspam-indian-international-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
208,Delta English School,Sharjah,CBSE,Hindi/English,1992,Acceptable (SPEA),45,Not listed,Muwailih Commercial,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/120486/delta-english-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
209,Beaconhouse Al Khaleej International School,Sharjah,American,English,2017,Good (SPEA),36,23159,"Al Noor Street, Al Azra",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/899/beaconhouse-al-khaleej-international-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
210,International School of Creative Science - Muwaileh,Sharjah,British,English,2002,Good (SPEA),33,32815,"Industrial Area, Muwailih Commercial",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113872/international-school-of-creative-science-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
211,Scholars International Academy,Sharjah,British,English,2007,Good (SPEA),32,29688,Near Sharjah University City,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1011/scholars-international-academy/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
212,Brilliant International Private School,Sharjah,"UK EYFS, IGCSE, British",English,2011,Good (SPEA),31,21580,"Muwilah, Near National Paints",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113841/brilliant-international-private-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
213,Providence English Private School,Sharjah,"UK EYFS, IGCSE, British",English,1991,Good (SPEA),30,20660,"Sharjah, School Compound, Mowaileh Area",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/121815/providence-english-private-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
214,GEMS Cambridge International Private School - Sharjah,Sharjah,"UK EYFS, NCfE, IGCSE, GCSE, British",English,Not listed,Very Good (SPEA),29,25000,Muwailih School Zone,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/gems-cambridge-international-private-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
215,Gulf Asian English School,Sharjah,CBSE,Hindi/English,1975,Good (SPEA),27,6150,"Maliha Rd, Near Delhi Private School",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/932/gulf-asian-english-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
216,The Royal Academy Ajman,Sharjah,CBSE,Hindi/English,2012,Not rated / no public inspection report,27,6000,Al Hamidiya Near Municipality,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105771/the-royal-academy-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
217,American School of Creative Science – Maliha,Sharjah,American,English,2012,Good (SPEA),26,33750,Maliha Rd,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/american-school-creative-science-maliha-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
218,GEMS Millennium School Sharjah,Sharjah,"Indian, CBSE",Hindi/English,2010,Outstanding (SPEA),23,15750,"Sharjah School Zone Area, Muwailih",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113870/gems-millennium-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
219,Al Durrah International School,Sharjah,American,English,2015,Good (SPEA),22,20800,Al Nahda St / Al Khan St,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/al-durrah-international-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
220,The Emirates National School Sharjah,Sharjah,CBSE,Hindi/English,1980,Good (SPEA),22,Not listed,Street 59 - Sheikh Khalid Bin Saqr Al Qasimi Street,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113880/emirates-national-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
221,"Australian International School, Sharjah",Sharjah,"IB, Australian",English,2005,Very Good (SPEA),20,51500,"Maliha - Kalba Road, Industrial Area 18",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/911/australian-international-school-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
222,School of Knowledge,Sharjah,British,English,1990,Acceptable (SPEA),19,12269,Al Azra Area,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1020/school-of-knowledge/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
223,Victoria International School of Sharjah,Sharjah,"IB, Australian",English,2007,Very Good (SPEA),19,51625,Al Taawun St,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1061/victoria-international-school-of-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
224,Sharjah Indian School,Sharjah,CBSE,Hindi/English,1979,Good (SPEA),18,5350,"Qasimiya Street, Al Ghubaiba",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1044/sharjah-indian-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
225,Ryan International School,Sharjah,CBSE,Hindi/English,2006,Good (SPEA),17,11400,"School Zone Area, National Paint",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1051/ryan-international-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
226,Al Ansar International School,Sharjah,"UK EYFS, IGCSE, British",English,2001,Good (SPEA),16,21550,"Street-7, Al Qarayen-3",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/893/al-ansar-international-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
227,Manthena American School,Sharjah,American,English,2021,Not rated / no public inspection report,16,24690,Muwailih Commercial,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/manthena-american-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
228,GEMS Westminster School Sharjah,Sharjah,"NCfE, IGCSE, British",English,2012,Good (SPEA),9,18400,Muweilah Area,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113871/gems-westminster-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
229,Al Maarifa Private School,Sharjah,"IGCSE, British, American",English,1986,Good (SPEA),8,17950,Al Yarmouk,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/901/al-maarifa-private-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
230,"Rosary School, Muweilah",Sharjah,"IGCSE, British",English,1999,Acceptable (SPEA),8,13600,Sharjah-Industrial-No. 16,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1000/rosary-school-muweilah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
231,Sharjah American International School,Sharjah,"Islamic, British, American","Arabic/English, English",1997,Good (SPEA),8,Not listed,Al Ramaqia,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1024/sharjah-american-international-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
232,Emirates Private School Sharjah,Sharjah,British,English,1980,Good (SPEA),7,Not listed,Al Manakh,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/921/emirates-private-school-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
233,"The City School International, Sharjah",Sharjah,"UK EYFS, IGCSE, British",English,1978,Not rated / no public inspection report,4,16432,Al Azra Area,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/city-school-international-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
234,Victoria English School,Sharjah,"IGCSE, British, Arabic","English, Arabic",1996,Acceptable (SPEA),4,32975,PO Box 25549,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1059/victoria-english-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
235,Alrowad British Pvt. School,Sharjah,"UK EYFS, British",English,Not listed,Weak (SPEA),3,Not listed,Sheikh Majed Bin Saqr Al Qasimi St,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/alrowad-british-pvt-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
236,English Private School of Kalba (ESK),Sharjah,British,English,2002,Acceptable (SPEA),2,17327,Kalba,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/english-private-school-kalba-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
237,Ibn Seena English School,Sharjah,"IGCSE, British, Arabic","English, Arabic",1978,Acceptable (SPEA),2,Not listed,"Behind Dana Plaza, Al Shahba",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/941/ibn-seena-english-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
238,"Rosary School, Sharjah",Sharjah,British,English,1976,Acceptable (SPEA),16,Not listed,Halwan,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1003/rosary-school-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
239,PACE British School,Sharjah,"UK EYFS, IGCSE, British",English,2019,Good (SPEA),14,22250,"School Zone, Muweilah",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/pace-british-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
240,Star Private School Sharjah,Sharjah,"British, Arabic","English, Arabic",2003,Acceptable (SPEA),12,Not listed,"Al Azra, Nuaimiya Street",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1053/star-private-school-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
241,Al Murooj English School,Sharjah,"UK EYFS, British",English,1994,Good (SPEA),11,12600,Al Azra,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/al-murooj-english-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
242,Cloud British Private School,Sharjah,British,English,2022,Not rated / no public inspection report,11,24000,12-14 Kensington High Street,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/cloud-british-private-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
243,Al-Mawahib British School,Sharjah,"IGCSE, British",English,2004,Acceptable (SPEA),9,17035,Halwan,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113837/al-mawahib-british-private-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
244,The Royal Academy Ajman (Sharjah listing),Sharjah,CBSE,Hindi/English,2012,Not rated / no public inspection report,27,6000,Al Hamidiya Near Municipality,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105771/the-royal-academy-ajman-uae-2/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
245,"Our Own English High School, Sharjah - Girls",Sharjah,CBSE,Hindi/English,1982,Very Good (SPEA),16,11100,Industrial Area 6,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/974/our-own-english-high-school-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
246,PACE International School,Sharjah,"Montessori, CBSE","English, Hindi/English",2016,Acceptable (SPEA),16,9300,"School Zone, Muweilah",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/pace-international-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
247,"Leaders Private School, Sharjah",Sharjah,CBSE,Hindi/English,2004,Good (SPEA),14,10800,Al-Azra,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113881/leaders-private-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
248,Ambassador School Sharjah,Sharjah,"UK EYFS, CBSE","English, Hindi/English",2016,Very Good (SPEA),13,15700,"Plot no. 324/B, Muweilah",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/sharjah-ambassador-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
249,Indian Excellent Private School,Sharjah,CBSE,Hindi/English,1991,Acceptable (SPEA),13,Not listed,Al Azra,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/indian-excellent-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
250,Delhi Private School Sharjah,Sharjah,CBSE,Hindi/English,2000,Very Good (SPEA),12,13250,"Industrial Area 16, Muwaileh Commercial",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/919/delhi-private-school-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
251,"Our Own English High School for Boys, Sharjah",Sharjah,CBSE,Hindi/English,1982,Very Good (SPEA),12,10890,Juwaiza'a,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/970/our-own-english-high-school-boys-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
252,New Indian Model School Sharjah,Sharjah,CBSE,Hindi/English,1982,Acceptable (SPEA),6,5000,School Area - Nuaimiya St - Al Azra,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/966/new-indian-model-school-sharjah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
253,India International School,Sharjah,"Montessori, CBSE","English, Hindi/English",2011,Good (SPEA),3,8175,"School Zone, Muweilah",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/india-international-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
254,Radiant School Sharjah,Sharjah,CBSE,Hindi/English,1986,Acceptable (SPEA),3,5250,Al Yarmook,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/995/radiant-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
255,Springdale Indian School,Sharjah,"Indian, CBSE",Hindi/English,1991,Acceptable (SPEA),2,Not listed,Al Azra Area,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/springdale-indian-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
256,The Indian Academy Sharjah,Sharjah,CBSE,Hindi/English,2014,Not rated / no public inspection report,2,10250,Next to Sharjah Transport Authority Al Azrah,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113883/the-indian-academy-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
257,Al Sabah Indian Private School,Sharjah,CBSE,Hindi/English,2003,Acceptable (SPEA),1,5904,Al Dhaid,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/al-sabah-indian-pvt-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
258,East Coast English School,Sharjah,"Indian, CBSE",Hindi/English,1992,Acceptable (SPEA),1,3900,Khorfakkan,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/east-coast-english-school-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
259,Sharjah Indian School Br. Juwaiza,Sharjah,CBSE,Hindi/English,1979,Acceptable (SPEA),1,Not listed,Al Rowdat Suburb Al Menhaz,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/sharjah-indian-school-br-juwaiza-sharjah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
260,"The Bloomington Academy, Ajman",Ajman,"UK EYFS, IGCSE, British",English,2014,Not rated / no public inspection report,20,16400,Al Bustan,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105686/bloomington-academy-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
261,Ajman Academy School,Ajman,"IGCSE, IB",English,2012,Not rated / no public inspection report,15,45175,Sheikh Ammar Bin Humaid St - Al Tallah 2,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105597/ajman-academy-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
262,Delhi Private School - Ajman,Ajman,CBSE,Hindi/English,2017,Not rated / no public inspection report,15,12750,"Sheikh Ammar bin Humaid Road, Al Tallah 2",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105692/delhi-private-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
263,Crown Private School,Ajman,"UK EYFS, British",English,2015,Not rated / no public inspection report,12,30640,Al-Humaidiya-2,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/crown-private-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
264,The First Academy Ajman,Ajman,"MOE, Arabic, American","Arabic/English, Arabic, English",1998,Not rated / no public inspection report,11,20200,Al Hamidia,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105765/the-first-academy-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
265,Frontline International School,Ajman,"UK EYFS, IGCSE, British",English,Not listed,Not rated / no public inspection report,10,19650,Al Tallah 2,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/frontline-international-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
266,Woodlem Park School,Ajman,CBSE,Hindi/English,2017,Not rated / no public inspection report,10,8600,Al Jurf,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/woodlem-park-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
267,City Private School,Ajman,CBSE,Hindi/English,2016,Not rated / no public inspection report,8,8025,"Sheikh Ammar bin Humaid Road, Al Tallah 2",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/city-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
268,International Indian School Ajman,Ajman,CBSE,Hindi/English,2002,Not rated / no public inspection report,8,6550,Al Jurf 2,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105704/international-indian-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
269,City American School,Ajman,American,English,Not listed,Not rated / no public inspection report,7,21300,"Sheikh Ammar Road, Al Tallah 2",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/city-american-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
270,Habitat School Ajman,Ajman,"MOE, CBSE","Arabic/English, Hindi/English",2014,Not rated / no public inspection report,6,8550,Al Jurf,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105696/habitat-private-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
271,Ajman American Private School,Ajman,American,English,2018,Not rated / no public inspection report,5,Not listed,"Behind Sk Khalifa Hospital, Al Jurf 1",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/ajman-american-private-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
272,Bright Future Private School,Ajman,British,English,2020,Not rated / no public inspection report,5,24250,Al Jurf 2,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/bright-future-private-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
273,British International School Ajman,Ajman,"UK EYFS, NCfE, IGCSE, British",English,2014,Not rated / no public inspection report,5,Not listed,"Behind Safeer Mall, Al Nuaimiya",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105689/british-international-school-ajman/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
274,East Point Indian International School,Ajman,CBSE,Hindi/English,1997,Not rated / no public inspection report,5,8400,"Al Hamidiya Rd, Al Hamidiya 1",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105606/al-ahlam-indian-private-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
275,Pakistani School Ajman,Ajman,Pakistani,Urdu/English,1979,Not rated / no public inspection report,5,8200,"School Plaza, Al Jarf 2",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105759/pakistan-islamia-secondary-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
276,"The Little Leaders School, Ajman",Ajman,UK EYFS,English,2018,Not rated / no public inspection report,5,9000,Hamidiya,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/little-leaders-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
277,"Global Indian School, Ajman",Ajman,CBSE,Hindi/English,1988,Not rated / no public inspection report,2,793,Al Jurf 2,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105700/indian-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
278,Omar Bin Al Khattab Pakistan Islamia High School,Ajman,"Pakistani, Islamic","Urdu/English, Arabic/English",1980,Not rated / no public inspection report,2,Not listed,Nuaimia,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105757/omar-bin-al-khattab-pakistan-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
279,Al Ameer English School,Ajman,CBSE,Hindi/English,1991,Not rated / no public inspection report,1,7599,"Behind Ajman City Center, Al Jerf 2",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105612/al-ameer-english-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
280,Al Aqsa Private School,Ajman,"Islamic, Arabic","Arabic/English, Arabic",1998,Not rated / no public inspection report,1,9600,"Al Jarf, Al Zahra school zone",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105614/al-aqsa-private-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
281,Al Sateh Primary School,Ajman,Not specified,Not specified,2006,Not rated / no public inspection report,1,Not listed,Ajman,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105679/al-sateh-primary-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
282,Crown American Private School,Ajman,American,English,2005,Not rated / no public inspection report,1,20650,Al Jarf 2,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105600/ajman-modern-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
283,Future Flowers Private School,Ajman,CBSE,Hindi/English,Not listed,Not rated / no public inspection report,1,5000,Rumaylah,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105694/future-flowers-private-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
284,National School Ajman,Ajman,"MOE, American","Arabic/English, English",1987,Not rated / no public inspection report,1,15200,"Sheikh Ammar Bin Humaid St, Al Jerf 2",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/105602/ajman-national-school-ajman-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
285,Belvedere International School,Al Ain,British,English,2018,Not rated / no public inspection report,7,29500,Al Hili,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/belvedere-international-school-al-ain-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
286,Al Ain English Speaking School,Al Ain,"UK EYFS, IGCSE, GCSE, British",English,1978,Very Good (ADEK),3,35925,Etisalat Khalid Bin Sultan St - Al Muwaij'i,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/961/al-ain-english-speaking-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
287,"Al Ain British Academy, Aldar Academies",Al Ain,British,English,2011,Very Good (ADEK),15,52735,"Al Salam Street, Sarooj",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/75132/al-ain-international-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
288,Beaconhouse Private School - Al Ain,Al Ain,British,English,2019,Acceptable (ADEK),7,25575,Falaj Hazza School District,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/beaconhouse-private-school-al-ain-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
289,Darul Huda Islamic School,Al Ain,CBSE,Hindi/English,1988,Acceptable (ADEK),5,8010,Falaj Hazaa,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/996/darul-huda-islamic-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
290,Al Ain American School,Al Ain,American,English,2006,Good (ADEK),4,22195,"Asharij, Bida Bin Ammar",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/6440/al-ain-american-private-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
291,Al Dhafra Private Schools - Al Ain,Al Ain,"British, American",English,1989,Very Good (ADEK),4,19425,Manaseer Area,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/980/al-dhafra-private-school-al-ain/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
292,Brighton College Al Ain,Al Ain,British,English,2013,Outstanding (ADEK),4,68047,Gafat AL Nayyar,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113536/brighton-college-al-ain-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
293,Madar International School,Al Ain,American,English,2002,Good (ADEK),4,26060,"Near Maadhi Mosque, AlTowayya District",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1019/madar-international-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
